,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
2801,568894073345437697,negative,1.0,Customer Service Issue,0.3467,United,,jayfalck,,0,I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?,,2015-02-20 14:04:51 -0800,"Austin, TX",Central Time (US & Canada)
2802,568893623099654144,negative,1.0,Lost Luggage,1.0,United,,christinerimay,,0,Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again.,,2015-02-20 14:03:03 -0800,Someplace saving something,Eastern Time (US & Canada)
2805,568892505829347329,negative,1.0,Can't Tell,0.6578,United,,jeeden_1,,0,we can't all be american airlines I suppose...,,2015-02-20 13:58:37 -0800,"Purcellville, VA",
2806,568890960358166528,negative,1.0,Bad Flight,0.6458,United,,Paul_Faust,,1,Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks,,2015-02-20 13:52:29 -0800,New York,
2809,568887455044259842,negative,1.0,Cancelled Flight,1.0,United,,nate2482,,1,you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.,,2015-02-20 13:38:33 -0800,"Parkersburg, WV",Eastern Time (US & Canada)
2811,568885959225446400,negative,1.0,Customer Service Issue,0.6806,United,,bretlonder,,0,". It's worth saying that, if you litter in Singapore, you get caned. \""But there are rules\"" says",,2015-02-20 13:32:36 -0800,"San Diego, CA",Central Time (US & Canada)
2814,568885498464374785,negative,0.6706,Customer Service Issue,0.6706,United,,bretlonder,,0,"I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.",,2015-02-20 13:30:46 -0800,"San Diego, CA",Central Time (US & Canada)
2815,568885117373927425,negative,1.0,Damaged Luggage,0.6383,United,,AlexanderPancoe,,1,why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min,,2015-02-20 13:29:16 -0800,Chicago,Central Time (US & Canada)
2816,568884491294351360,negative,1.0,Customer Service Issue,1.0,United,,ADolledUpBlog,,1,why? So I can waste more of time on this airline to get an automated message? Disappointing as always.,,2015-02-20 13:26:46 -0800,"Salt Lake City, UT",Mountain Time (US & Canada)
2817,568884473040752641,negative,1.0,Customer Service Issue,0.6503,United,,andreamvdlg,,1,this means within one week i will have filed 2 compensation complaints to your website,,2015-02-20 13:26:42 -0800,Edinbrah ,Eastern Time (US & Canada)
2818,568884344221081600,negative,0.6869,Can't Tell,0.3434,United,,andreamvdlg,,0,"not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.",,2015-02-20 13:26:11 -0800,Edinbrah ,Eastern Time (US & Canada)
2820,568883744246878208,negative,1.0,Customer Service Issue,0.662,United,,KennethRMurray,,0,Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,,2015-02-20 13:23:48 -0800,"Kenosha, WI",Central Time (US & Canada)
2824,568882789082222592,negative,1.0,Late Flight,0.6522,United,,andreamvdlg,,1,this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.,,2015-02-20 13:20:00 -0800,Edinbrah ,Eastern Time (US & Canada)
2825,568882601261273089,negative,1.0,Customer Service Issue,0.648,United,,andreamvdlg,,0,"its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",,2015-02-20 13:19:16 -0800,Edinbrah ,Eastern Time (US & Canada)
2826,568882449922416641,negative,1.0,Customer Service Issue,0.3438,United,,andreamvdlg,,0,with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport,,2015-02-20 13:18:40 -0800,Edinbrah ,Eastern Time (US & Canada)
2827,568882079091400705,negative,1.0,Bad Flight,1.0,United,,justindoll,,1,"Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.",,2015-02-20 13:17:11 -0800,"Salt Lake City, UT",Mountain Time (US & Canada)
2828,568881812174299137,negative,1.0,Can't Tell,0.672,United,,ADolledUpBlog,,0,I have never been so grossed out in my life. What a disappointment-yet again-flying with you.,,2015-02-20 13:16:07 -0800,"Salt Lake City, UT",Mountain Time (US & Canada)
2830,568881580015366145,negative,1.0,Late Flight,1.0,United,,ADolledUpBlog,,1,"thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly",,2015-02-20 13:15:12 -0800,"Salt Lake City, UT",Mountain Time (US & Canada)
2831,568881357583097857,negative,0.6747,Bad Flight,0.3477,United,,d_goodspeed,,0,just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff & landing,"[33.64314381, -84.44252134]",2015-02-20 13:14:19 -0800,USA,Central Time (US & Canada)
2832,568880036234682370,negative,1.0,Can't Tell,0.6632,United,,megane_ko,,1,I can't even look at you right now. I'll call you when I'm not so mad.,,2015-02-20 13:09:04 -0800,Montana,Mountain Time (US & Canada)
2834,568878121958694912,negative,1.0,Customer Service Issue,1.0,United,,bugstory,,0,"I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",,2015-02-20 13:01:28 -0800,"Baltimore, MD",Eastern Time (US & Canada)
2835,568877993453420544,negative,0.6639,Late Flight,0.3706,United,,LRuns4Cupcakes,,0,"Nope, still sitting at the gate!",,2015-02-20 13:00:57 -0800,NY,
2838,568874741249007616,negative,0.6972,Late Flight,0.6972,United,,bugstory,,0,the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,,2015-02-20 12:48:02 -0800,"Baltimore, MD",Eastern Time (US & Canada)
2839,568874496507174912,negative,1.0,Cancelled Flight,1.0,United,,bugstory,,0,"yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations",,2015-02-20 12:47:03 -0800,"Baltimore, MD",Eastern Time (US & Canada)
2842,568873031428415489,negative,1.0,Late Flight,1.0,United,,ssapol5722,,0,. I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight,,2015-02-20 12:41:14 -0800,New Jersey,Quito
2845,568871357007704064,negative,1.0,Customer Service Issue,0.6644,United,,TaraNorden,,1,Another terrible experience with United. Discrimination. Delays. And no help from customer service,,2015-02-20 12:34:35 -0800,Chicago,Central Time (US & Canada)
2847,568871143022731265,negative,1.0,Can't Tell,1.0,United,,PaintboxGirl,,0,"If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision?",,2015-02-20 12:33:44 -0800,New York State,Central Time (US & Canada)
2849,568868944557133825,negative,0.6583,Late Flight,0.6583,United,,benjaminslavin,,0,please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.,,2015-02-20 12:25:00 -0800,,Quito
2850,568868515857321985,negative,0.6588,Can't Tell,0.3294,United,,dcharb10,,1,thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!,,2015-02-20 12:23:17 -0800,Midwest,
2852,568865640569806848,negative,0.6743,Flight Booking Problems,0.3423,United,,abigailedge,,0,"That's still one day over my visa expiring on June 9, which is why I booked my flight on that day.",,2015-02-20 12:11:52 -0800,"Brighton, UK",London
2854,568862914154770432,negative,1.0,Flight Attendant Complaints,0.6842,United,,GottaGoFlying,,0,MIA-EWR  😄😄😄 excellent crew. EWR-IAD  😡😡😡 No crew to load bags - waiting w/ door open freezing. 20 mins past departure.,,2015-02-20 12:01:02 -0800,,Eastern Time (US & Canada)
2855,568862907850743808,negative,1.0,Customer Service Issue,1.0,United,,_jesseeka,,0,your customer service is crap.,"[42.37525611, -71.24042938]",2015-02-20 12:01:00 -0800,Massachusetts,Eastern Time (US & Canada)
2856,568860978231709697,negative,0.6799,Flight Attendant Complaints,0.6799,United,,michaelotto71,,0,thanks for having ground crews that are surprised when flights arrive.,,2015-02-20 11:53:20 -0800,USA,
2858,568860308980117504,negative,0.6545,Cancelled Flight,0.3306,United,,Scottsimanek,,0,UA1023 sitting on Tarmac at ORD when there are visibly gates open. Reassign our gate.,,2015-02-20 11:50:41 -0800,,
2860,568859503472422912,negative,0.642,Flight Attendant Complaints,0.642,United,,DT_Les,,0,Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.,,2015-02-20 11:47:29 -0800,,
2861,568859157253611520,negative,1.0,Customer Service Issue,0.6407,United,,DavidM2357,,0,"No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't.",,2015-02-20 11:46:06 -0800,"Charleston, SC",
2862,568858368829313024,negative,0.7087,Can't Tell,0.3707,United,,StartupReport,,3,kind of unnerving to watch the guy deicing your plane text on his phone the whole time,,2015-02-20 11:42:58 -0800,Portland,Pacific Time (US & Canada)
2863,568858361011154944,negative,1.0,Flight Booking Problems,0.6591,United,,AMaxwellKerr,,2,refreshes my browser right before checkout.error load message. Ticket price increased $358 in a matter of sec. DoUNotWantMyBusiness?,,2015-02-20 11:42:56 -0800,,
2864,568857956470517760,negative,1.0,Can't Tell,1.0,United,,DubsterCali,,1,Why is United voted every year as one of the worst airlines? Do enjoy that title? You should give Jedediah free passes,,2015-02-20 11:41:20 -0800,Corrupt California,Pacific Time (US & Canada)
2865,568857374934601728,negative,0.6706,longlines,0.3412,United,,shanp611,,0,I think you should board from the back of the plane,,2015-02-20 11:39:01 -0800,"Cleveland, OH",
2867,568855468975759360,negative,1.0,Bad Flight,0.674,United,,Paul_Faust,,1,Thanks...seat made for a 6 year old and a broken TV. 20 flights/year...my last on your airline.,,2015-02-20 11:31:27 -0800,New York,
2870,568855071322198016,negative,0.6733,Cancelled Flight,0.6733,United,,vnpeace,,0,"fair enough United. everybody is doing the best they can. Although that \""slight delay\"" is turning into a Cancelled Flightlation.",,2015-02-20 11:29:52 -0800,,
2871,568854401802051584,negative,1.0,Lost Luggage,0.3437,United,,christinerimay,,0,Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.,,2015-02-20 11:27:12 -0800,Someplace saving something,Eastern Time (US & Canada)
2872,568854214136479744,negative,1.0,Bad Flight,0.6774,United,,MikeJJT,,1,worst flight experience I've ever had. Will never ever fly your airline again.,,2015-02-20 11:26:28 -0800,"New York, NY",Eastern Time (US & Canada)
2873,568854082536001536,negative,0.6531,Customer Service Issue,0.6531,United,,VCollins82,,0,why do I have to go thru the details of the flight I want w/ the recording to then repeat ALL when a real person gets on the line?,,2015-02-20 11:25:56 -0800,"Washington, DC ",
2876,568851544537481216,negative,1.0,Customer Service Issue,0.3586,United,,bugstory,,0,why would a person take hours and hours of wait time just to tell a lie,,2015-02-20 11:15:51 -0800,"Baltimore, MD",Eastern Time (US & Canada)
2877,568851512509800448,negative,1.0,Customer Service Issue,0.6593,United,,ssapol5722,,0,hey! DM not working. UA 307!,,2015-02-20 11:15:43 -0800,New Jersey,Quito
2878,568851396923146240,negative,1.0,Customer Service Issue,0.6804,United,,bugstory,,0,the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help,,2015-02-20 11:15:16 -0800,"Baltimore, MD",Eastern Time (US & Canada)
2879,568850852909342720,negative,1.0,Flight Booking Problems,0.6806,United,,DuncanKneeDeep,,1,splitting up my flights quadruples the price,,2015-02-20 11:13:06 -0800,The Gaming Cartel,Amsterdam
2880,568850826552320000,negative,1.0,Customer Service Issue,0.6787,United,,bugstory,,0,contd... I am being told that I am asking for a refund on a used ticket on a flight that got Cancelled Flightled how is the ticket used?,,2015-02-20 11:13:00 -0800,"Baltimore, MD",Eastern Time (US & Canada)
2881,568850600261226496,negative,1.0,Customer Service Issue,1.0,United,,bugstory,,0,after several trials and several hours of waiting on phone to contact customer care to get my refund all I get is cold shoulder,,2015-02-20 11:12:06 -0800,"Baltimore, MD",Eastern Time (US & Canada)
2882,568849007641911296,negative,1.0,Late Flight,0.3763,United,,PFcurator,,1,I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather,,2015-02-20 11:05:46 -0800,,
2884,568848699960332288,negative,1.0,Cancelled Flight,1.0,United,,PFcurator,,0,what I don't understand isn't flight that I paid premium for getting Cancelled Flighted and the best you can do is next available flight...,,2015-02-20 11:04:33 -0800,,
2885,568848259008962560,negative,1.0,Bad Flight,1.0,United,,PamelaBacorn,,1,"Flight is awful only one lavatory functioning, and people lining up, bumping, etc. because can't use 1st class bathroom. Ridiculous",,2015-02-20 11:02:48 -0800,Santa Barbara CA,Pacific Time (US & Canada)
2888,568847199460835328,negative,0.6718,Late Flight,0.6718,United,,geoff_lane,,1,actually we aren't. Still parked here.,,2015-02-20 10:58:35 -0800,D.C.,Eastern Time (US & Canada)
2892,568844772191940608,negative,0.6667,Flight Booking Problems,0.6667,United,,DuncanKneeDeep,,1,Why can I only apply one travel certificate per itinerary even when I have multiple flights?,,2015-02-20 10:48:56 -0800,The Gaming Cartel,Amsterdam
2894,568844078730727424,negative,1.0,Flight Booking Problems,0.6333,United,,paul_chard63,,0,"I log in, view reservations, try view specific reservation & takes me back to login page,",,2015-02-20 10:46:11 -0800,"Celebration, FL ",Eastern Time (US & Canada)
2897,568841631585021952,negative,1.0,Lost Luggage,0.6739,United,,iamawarplane,,1,3 times my flight has been delayed and I miss my next flight. This time you've lost my baggage. No clean clothes. $337 flight. Thx!,,2015-02-20 10:36:28 -0800,"Austin, Texas",
2899,568840701850419200,negative,1.0,Flight Booking Problems,1.0,United,,mikebrandes,,0,why the hell do my miles expire? Was really looking forward to accruing enough for a free flight in 10 years.,,2015-02-20 10:32:46 -0800,"Minneapolis, MN",Eastern Time (US & Canada)
2902,568836728716333056,negative,1.0,Lost Luggage,1.0,United,,Eileen429,,0,I'm familiar with the procedure. It wouldn't be the first time  lost one of my bags.,,2015-02-20 10:16:59 -0800,"Red Bank, NJ",Central Time (US & Canada)
2903,568836642825375744,negative,1.0,Can't Tell,0.7016,United,,VitalMX,,0,I get that. But doing it by giving inaccurate/misleading info doesn't seem like a great way to do it.,,2015-02-20 10:16:38 -0800,,Pacific Time (US & Canada)
2904,568835810532794368,negative,1.0,Late Flight,0.6663,United,,geoff_lane,,0,cleaning a regional jet takes an hour?,,2015-02-20 10:13:20 -0800,D.C.,Eastern Time (US & Canada)
2908,568834851517771776,negative,1.0,Customer Service Issue,0.3608,United,,BananaPants06,,1,"You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?",,2015-02-20 10:09:31 -0800,Chicago,Central Time (US & Canada)
2911,568833209288372224,negative,1.0,Late Flight,1.0,United,,ssegraves,,0,Flight 395. Rolling delay of 1 hour 42 minutes,,2015-02-20 10:03:00 -0800,PDX / LGA / TXL / ✈,Central Time (US & Canada)
2912,568832931382366209,negative,0.6527,Late Flight,0.3395,United,,ScribblersNook,,0,I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days,,2015-02-20 10:01:53 -0800,"Atlanta, GA",Eastern Time (US & Canada)
